job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role,job_title_clean,required_skills_clean,skill_list,skill_count,description_clean,year_posted,month_posted,quarter,location_type,city_clean,salary_band
Data Analyst,Folio3,Hybrid (Karachi),Freelance,Mid,3.2,150,"SQL, Power BI, Python, Excel, React, MongoDB, BERT, Data Visualization",Bachelors,"We are hiring a Data Analyst to join our team. 
        Required skills: SQL, Power BI, Python, Excel, React, MongoDB, BERT, Data Visualization.
        Experience required: 3.2+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Annual Bonus, Performance Bonus",2024-07-01,Tier1,False,Data Analyst,"SQL, Power BI, Python, Excel, React, MongoDB, BERT, Data Visualization","['SQL', 'Power BI', 'Python', 'Excel', 'React', 'MongoDB', 'BERT', 'Data Visualization']",8,hiring data analyst join team required skills sql power bi python excel react mongodb bert data visualization experience required 3 2 years full time position education bachelors preferred,2024,7,3,Hybrid,Karachi,Senior (150–220k)
Data Scientist,Netsol,Rawalpindi,Contract,Mid,4.0,245,"SQL, Flask, Python, LLMs, PostgreSQL, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, Flask, Python, LLMs, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 4.0+ years.
        This is a Freelance position.
        Education: Masters preferred.","Medical Coverage, Transport Allowance",2024-04-23,MNC,True,Data Scientist,"SQL, Flask, Python, LLMs, PostgreSQL, Statistics, Machine Learning, Data Visualization","['SQL', 'Flask', 'Python', 'LLMs', 'PostgreSQL', 'Statistics', 'Machine Learning', 'Data Visualization']",8,hiring data scientist join team required skills sql flask python llms postgresql statistics machine learning data visualization experience required 4 0 years freelance position education masters preferred,2024,4,2,On-site,Rawalpindi,Lead (220k+)
Junior NLP Engineer,10Pearls,Hybrid (Islamabad),Contract,Junior,1.3,230,"Hugging Face, Kubernetes, TensorFlow, PyTorch, NLP, Python, LLMs, MongoDB",PhD,"We are hiring a Junior NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, TensorFlow, PyTorch, NLP, Python, LLMs, MongoDB.
        Experience required: 1.3+ years.
        This is a Contract position.
        Education: Masters preferred.","Flexible Hours, Professional Development, Performance Bonus, Medical Coverage",2024-11-09,MNC,False,Junior NLP Engineer,"Hugging Face, Kubernetes, TensorFlow, PyTorch, NLP, Python, LLMs, MongoDB","['Hugging Face', 'Kubernetes', 'TensorFlow', 'PyTorch', 'NLP', 'Python', 'LLMs', 'MongoDB']",8,hiring junior nlp engineer join team required skills hugging face kubernetes tensorflow pytorch nlp python llms mongodb experience required 1 3 years contract position education masters preferred,2024,11,4,Hybrid,Islamabad,Lead (220k+)
Lead Data Analyst,Folio3,Rawalpindi,Full-time,Senior,5.9,280,"Kubernetes, SQL, Power BI, PyTorch, Excel, Python, Git, Data Visualization",Masters,"We are hiring a Lead Data Analyst to join our team. 
        Required skills: Kubernetes, SQL, Power BI, PyTorch, Excel, Python, Git, Data Visualization.
        Experience required: 5.9+ years.
        This is a Full-time position.
        Education: PhD preferred.","Medical Coverage, Transport Allowance, Remote Work",2025-02-20,Tier1,False,Lead Data Analyst,"Kubernetes, SQL, Power BI, PyTorch, Excel, Python, Git, Data Visualization","['Kubernetes', 'SQL', 'Power BI', 'PyTorch', 'Excel', 'Python', 'Git', 'Data Visualization']",8,hiring lead data analyst join team required skills kubernetes sql power bi pytorch excel python git data visualization experience required 5 9 years full time position education phd preferred,2025,2,1,On-site,Rawalpindi,Lead (220k+)
Data Analyst,Systems Ltd,Rawalpindi,Contract,Junior,0.5,225,"Kubernetes, Node.js, SQL, Flask, Power BI, Excel, Python, Data Visualization",Bachelors,"We are hiring a Data Analyst to join our team. 
        Required skills: Kubernetes, Node.js, SQL, Flask, Power BI, Excel, Python, Data Visualization.
        Experience required: 0.5+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Health Insurance, Flexible Hours, Professional Development",2024-01-25,MNC,False,Data Analyst,"Kubernetes, Node.js, SQL, Flask, Power BI, Excel, Python, Data Visualization","['Kubernetes', 'Node.js', 'SQL', 'Flask', 'Power BI', 'Excel', 'Python', 'Data Visualization']",8,hiring data analyst join team required skills kubernetes node js sql flask power bi excel python data visualization experience required 0 5 years contract position education bachelors preferred,2024,1,1,On-site,Rawalpindi,Lead (220k+)
Business Intelligence Developer,Netsol,Remote,Freelance,Senior,7.0,315,"ETL, SQL, Power BI, Data Warehouse, Excel, React, PostgreSQL, BERT",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, SQL, Power BI, Data Warehouse, Excel, React, PostgreSQL, BERT.
        Experience required: 7.0+ years.
        This is a Full-time position.
        Education: Masters preferred.","Food Allowance, Remote Work, Performance Bonus, Transport Allowance",2024-11-06,MNC,False,Business Intelligence Developer,"ETL, SQL, Power BI, Data Warehouse, Excel, React, PostgreSQL, BERT","['ETL', 'SQL', 'Power BI', 'Data Warehouse', 'Excel', 'React', 'PostgreSQL', 'BERT']",8,hiring business intelligence developer join team required skills etl sql power bi data warehouse excel react postgresql bert experience required 7 0 years full time position education masters preferred,2024,11,4,Remote,Remote,Lead (220k+)
Junior Machine Learning Engineer,Arbisoft,Hybrid (Islamabad),Contract,Junior,1.8,215,"AWS, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps, BERT",Not Specified,"We are hiring a Junior Machine Learning Engineer to join our team. 
        Required skills: AWS, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps, BERT.
        Experience required: 1.8+ years.
        This is a Contract position.
        Education: PhD preferred.","Professional Development, Transport Allowance, Remote Work, Flexible Hours",2024-04-26,Tier1,False,Junior Machine Learning Engineer,"Cloud (AWS/GCP), TensorFlow, PyTorch, Python, LLMs, Docker, MLOps, BERT","['Cloud (AWS/GCP)', 'TensorFlow', 'PyTorch', 'Python', 'LLMs', 'Docker', 'MLOps', 'BERT']",8,hiring junior machine learning engineer join team required skills aws tensorflow pytorch python llms docker mlops bert experience required 1 8 years contract position education phd preferred,2024,4,2,Hybrid,Islamabad,Senior (150–220k)
Senior AI Research Engineer,Systems Ltd,Islamabad,Full-time,Junior,0.1,280,"TensorFlow, PyTorch, MLflow, Deep Learning, Git, React, MongoDB, BERT",Bachelors,"We are hiring a Senior AI Research Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, MLflow, Deep Learning, Git, React, MongoDB, BERT.
        Experience required: 0.1+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Transport Allowance, Medical Coverage",2025-03-25,MNC,False,Senior AI Research Engineer,"TensorFlow, PyTorch, MLflow, Deep Learning, Git, React, MongoDB, BERT","['TensorFlow', 'PyTorch', 'MLflow', 'Deep Learning', 'Git', 'React', 'MongoDB', 'BERT']",8,hiring senior ai research engineer join team required skills tensorflow pytorch mlflow deep learning git react mongodb bert experience required 0 1 years contract position education bachelors preferred,2025,3,1,On-site,Islamabad,Lead (220k+)
Lead DevOps Engineer,10Pearls,Multan,Contract,Mid,4.7,435,"Kubernetes, AWS, FastAPI, MLflow, CI/CD, Docker, Linux, Git",Masters,"We are hiring a Lead DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, FastAPI, MLflow, CI/CD, Docker, Linux, Git.
        Experience required: 4.7+ years.
        This is a Full-time position.
        Education: PhD preferred.","Performance Bonus, Remote Work, Professional Development, Medical Coverage",2024-01-15,MNC,False,Lead DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), FastAPI, MLflow, CI/CD, Docker, Linux, Git","['Kubernetes', 'Cloud (AWS/GCP)', 'FastAPI', 'MLflow', 'CI/CD', 'Docker', 'Linux', 'Git']",8,hiring lead devops engineer join team required skills kubernetes aws fastapi mlflow ci cd docker linux git experience required 4 7 years full time position education phd preferred,2024,1,1,On-site,Multan,Lead (220k+)
Data Analyst,Contour,Multan,Freelance,Junior,0.8,180,"TensorFlow, SQL, Flask, Power BI, Excel, Python, React, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: TensorFlow, SQL, Flask, Power BI, Excel, Python, React, Data Visualization.
        Experience required: 0.8+ years.
        This is a Contract position.
        Education: PhD preferred.","Professional Development, Stock Options, Remote Work, Health Insurance, Transport Allowance",2024-08-14,Tier2,False,Data Analyst,"TensorFlow, SQL, Flask, Power BI, Excel, Python, React, Data Visualization","['TensorFlow', 'SQL', 'Flask', 'Power BI', 'Excel', 'Python', 'React', 'Data Visualization']",8,hiring data analyst join team required skills tensorflow sql flask power bi excel python react data visualization experience required 0 8 years contract position education phd preferred,2024,8,3,On-site,Multan,Senior (150–220k)
Senior Business Intelligence Developer,Folio3,Multan,Contract,Senior,7.4,430,"ETL, Node.js, SQL, Flask, Power BI, Data Warehouse, Excel, Docker",Masters,"We are hiring a Senior Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, SQL, Flask, Power BI, Data Warehouse, Excel, Docker.
        Experience required: 7.4+ years.
        This is a Contract position.
        Education: Masters preferred.","Health Insurance, Flexible Hours, Annual Bonus, Performance Bonus, Remote Work",2024-05-24,Tier1,False,Senior Business Intelligence Developer,"ETL, Node.js, SQL, Flask, Power BI, Data Warehouse, Excel, Docker","['ETL', 'Node.js', 'SQL', 'Flask', 'Power BI', 'Data Warehouse', 'Excel', 'Docker']",8,hiring senior business intelligence developer join team required skills etl node js sql flask power bi data warehouse excel docker experience required 7 4 years contract position education masters preferred,2024,5,2,On-site,Multan,Lead (220k+)
NLP Engineer,Netsol,Hybrid (Islamabad),Full-time,Mid,2.1,340,"Hugging Face, PyTorch, NLP, Python, LLMs, Git, BERT",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, Git, BERT.
        Experience required: 2.1+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Medical Coverage, Performance Bonus",2024-01-29,MNC,True,NLP Engineer,"Hugging Face, PyTorch, NLP, Python, LLMs, Git, BERT","['Hugging Face', 'PyTorch', 'NLP', 'Python', 'LLMs', 'Git', 'BERT']",7,hiring nlp engineer join team required skills hugging face pytorch nlp python llms git bert experience required 2 1 years contract position education not specified preferred,2024,1,1,Hybrid,Islamabad,Lead (220k+)
DevOps Engineer,Systems Ltd,Hybrid (Islamabad),Freelance,Mid,2.8,280,"Kubernetes, AWS, FastAPI, CI/CD, Docker, Linux, React, Airflow",Bachelors,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, FastAPI, CI/CD, Docker, Linux, React, Airflow.
        Experience required: 2.8+ years.
        This is a Freelance position.
        Education: Masters preferred.","Transport Allowance, Professional Development, Food Allowance, Annual Bonus, Performance Bonus",2024-09-23,MNC,False,DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), FastAPI, CI/CD, Docker, Linux, React, Airflow","['Kubernetes', 'Cloud (AWS/GCP)', 'FastAPI', 'CI/CD', 'Docker', 'Linux', 'React', 'Airflow']",8,hiring devops engineer join team required skills kubernetes aws fastapi ci cd docker linux react airflow experience required 2 8 years freelance position education masters preferred,2024,9,3,Hybrid,Islamabad,Lead (220k+)
Machine Learning Engineer,Techlogix,Hybrid (Lahore),Contract,Senior,7.6,410,"FastAPI, TensorFlow, PyTorch, MLflow, Python, Docker, MongoDB, MLOps",Masters,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: FastAPI, TensorFlow, PyTorch, MLflow, Python, Docker, MongoDB, MLOps.
        Experience required: 7.6+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Flexible Hours, Health Insurance, Medical Coverage, Professional Development, Food Allowance",2024-03-26,Tier1,True,Machine Learning Engineer,"FastAPI, TensorFlow, PyTorch, MLflow, Python, Docker, MongoDB, MLOps","['FastAPI', 'TensorFlow', 'PyTorch', 'MLflow', 'Python', 'Docker', 'MongoDB', 'MLOps']",8,hiring machine learning engineer join team required skills fastapi tensorflow pytorch mlflow python docker mongodb mlops experience required 7 6 years contract position education bachelors preferred,2024,3,1,Hybrid,Lahore,Lead (220k+)
NLP Engineer,10Pearls,Lahore,Freelance,Junior,1.8,305,"Hugging Face, AWS, PyTorch, MLflow, NLP, Python, LLMs, PostgreSQL",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, MLflow, NLP, Python, LLMs, PostgreSQL.
        Experience required: 1.8+ years.
        This is a Full-time position.
        Education: Masters preferred.","Flexible Hours, Food Allowance, Medical Coverage, Transport Allowance, Remote Work",2024-10-01,MNC,True,NLP Engineer,"Hugging Face, Cloud (AWS/GCP), PyTorch, MLflow, NLP, Python, LLMs, PostgreSQL","['Hugging Face', 'Cloud (AWS/GCP)', 'PyTorch', 'MLflow', 'NLP', 'Python', 'LLMs', 'PostgreSQL']",8,hiring nlp engineer join team required skills hugging face aws pytorch mlflow nlp python llms postgresql experience required 1 8 years full time position education masters preferred,2024,10,4,On-site,Lahore,Lead (220k+)
Data Scientist,Netsol,Hybrid (Islamabad),Freelance,Junior,1.1,360,"Kubernetes, TensorFlow, SQL, Python, React, Statistics, Machine Learning, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: Kubernetes, TensorFlow, SQL, Python, React, Statistics, Machine Learning, Data Visualization.
        Experience required: 1.1+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Remote Work, Medical Coverage, Stock Options, Health Insurance",2024-06-27,MNC,True,Data Scientist,"Kubernetes, TensorFlow, SQL, Python, React, Statistics, Machine Learning, Data Visualization","['Kubernetes', 'TensorFlow', 'SQL', 'Python', 'React', 'Statistics', 'Machine Learning', 'Data Visualization']",8,hiring data scientist join team required skills kubernetes tensorflow sql python react statistics machine learning data visualization experience required 1 1 years contract position education not specified preferred,2024,6,2,Hybrid,Islamabad,Lead (220k+)
Business Intelligence Developer,Netsol,Hybrid (Lahore),Full-time,Junior,0.0,160,"ETL, Kubernetes, SQL, Power BI, Data Warehouse, Excel, Docker, BERT",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Kubernetes, SQL, Power BI, Data Warehouse, Excel, Docker, BERT.
        Experience required: 0.0+ years.
        This is a Full-time position.
        Education: PhD preferred.","Medical Coverage, Transport Allowance",2024-11-13,MNC,False,Business Intelligence Developer,"ETL, Kubernetes, SQL, Power BI, Data Warehouse, Excel, Docker, BERT","['ETL', 'Kubernetes', 'SQL', 'Power BI', 'Data Warehouse', 'Excel', 'Docker', 'BERT']",8,hiring business intelligence developer join team required skills etl kubernetes sql power bi data warehouse excel docker bert experience required 0 0 years full time position education phd preferred,2024,11,4,Hybrid,Lahore,Senior (150–220k)
Data Analyst,Netsol,Multan,Contract,Senior,8.0,355,"AWS, SQL, Power BI, Excel, Python, Git, BERT, Data Visualization",Not Specified,"We are hiring a Data Analyst to join our team. 
        Required skills: AWS, SQL, Power BI, Excel, Python, Git, BERT, Data Visualization.
        Experience required: 8.0+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Flexible Hours, Annual Bonus, Health Insurance, Professional Development, Food Allowance",2024-01-17,MNC,False,Data Analyst,"Cloud (AWS/GCP), SQL, Power BI, Excel, Python, Git, BERT, Data Visualization","['Cloud (AWS/GCP)', 'SQL', 'Power BI', 'Excel', 'Python', 'Git', 'BERT', 'Data Visualization']",8,hiring data analyst join team required skills aws sql power bi excel python git bert data visualization experience required 8 0 years full time position education bachelors preferred,2024,1,1,On-site,Multan,Lead (220k+)
DevOps Engineer,Techlogix,Karachi,Full-time,Junior,1.8,275,"Kubernetes, AWS, FastAPI, LLMs, CI/CD, Docker, Linux, Git",PhD,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, FastAPI, LLMs, CI/CD, Docker, Linux, Git.
        Experience required: 1.8+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Professional Development, Remote Work, Food Allowance",2024-07-03,Tier1,False,DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), FastAPI, LLMs, CI/CD, Docker, Linux, Git","['Kubernetes', 'Cloud (AWS/GCP)', 'FastAPI', 'LLMs', 'CI/CD', 'Docker', 'Linux', 'Git']",8,hiring devops engineer join team required skills kubernetes aws fastapi llms ci cd docker linux git experience required 1 8 years freelance position education not specified preferred,2024,7,3,On-site,Karachi,Lead (220k+)
Machine Learning Engineer,Arbisoft,Hybrid (Karachi),Freelance,Mid,2.1,310,"TensorFlow, Flask, PyTorch, MLflow, Python, React, MongoDB, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, Flask, PyTorch, MLflow, Python, React, MongoDB, MLOps.
        Experience required: 2.1+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Remote Work, Food Allowance",2024-11-16,Tier1,True,Machine Learning Engineer,"TensorFlow, Flask, PyTorch, MLflow, Python, React, MongoDB, MLOps","['TensorFlow', 'Flask', 'PyTorch', 'MLflow', 'Python', 'React', 'MongoDB', 'MLOps']",8,hiring machine learning engineer join team required skills tensorflow flask pytorch mlflow python react mongodb mlops experience required 2 1 years full time position education not specified preferred,2024,11,4,Hybrid,Karachi,Lead (220k+)
AI Research Engineer,Systems Ltd,Lahore,Full-time,Junior,1.2,320,"TensorFlow, MLflow, PyTorch, Python, Deep Learning, PostgreSQL, BERT",Not Specified,"We are hiring a AI Research Engineer to join our team. 
        Required skills: TensorFlow, MLflow, PyTorch, Python, Deep Learning, PostgreSQL, BERT.
        Experience required: 1.2+ years.
        This is a Contract position.
        Education: PhD preferred.","Transport Allowance, Food Allowance, Flexible Hours, Professional Development, Remote Work",2024-10-08,MNC,True,AI Research Engineer,"TensorFlow, MLflow, PyTorch, Python, Deep Learning, PostgreSQL, BERT","['TensorFlow', 'MLflow', 'PyTorch', 'Python', 'Deep Learning', 'PostgreSQL', 'BERT']",7,hiring ai research engineer join team required skills tensorflow mlflow pytorch python deep learning postgresql bert experience required 1 2 years contract position education phd preferred,2024,10,4,On-site,Lahore,Lead (220k+)
DevOps Engineer,Netsol,Remote,Freelance,Junior,0.7,285,"Kubernetes, AWS, Flask, CI/CD, Docker, Linux, Git",PhD,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Flask, CI/CD, Docker, Linux, Git.
        Experience required: 0.7+ years.
        This is a Full-time position.
        Education: PhD preferred.","Flexible Hours, Food Allowance, Health Insurance",2024-06-03,MNC,False,DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), Flask, CI/CD, Docker, Linux, Git","['Kubernetes', 'Cloud (AWS/GCP)', 'Flask', 'CI/CD', 'Docker', 'Linux', 'Git']",7,hiring devops engineer join team required skills kubernetes aws flask ci cd docker linux git experience required 0 7 years full time position education phd preferred,2024,6,2,Remote,Remote,Lead (220k+)
Machine Learning Engineer,Netsol,Multan,Contract,Mid,2.6,250,"TensorFlow, MLflow, Python, Docker, PostgreSQL, MongoDB, MLOps, BERT",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, MLflow, Python, Docker, PostgreSQL, MongoDB, MLOps, BERT.
        Experience required: 2.6+ years.
        This is a Full-time position.
        Education: Masters preferred.","Transport Allowance, Health Insurance",2025-03-20,MNC,True,Machine Learning Engineer,"TensorFlow, MLflow, Python, Docker, PostgreSQL, MongoDB, MLOps, BERT","['TensorFlow', 'MLflow', 'Python', 'Docker', 'PostgreSQL', 'MongoDB', 'MLOps', 'BERT']",8,hiring machine learning engineer join team required skills tensorflow mlflow python docker postgresql mongodb mlops bert experience required 2 6 years full time position education masters preferred,2025,3,1,On-site,Multan,Lead (220k+)
NLP Engineer,10Pearls,Faisalabad,Full-time,Mid,2.2,405,"Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs.
        Experience required: 2.2+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Transport Allowance, Stock Options, Medical Coverage, Performance Bonus",2024-02-16,MNC,True,NLP Engineer,"Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs","['Hugging Face', 'Kubernetes', 'PyTorch', 'NLP', 'Python', 'LLMs']",6,hiring nlp engineer join team required skills hugging face kubernetes pytorch nlp python llms experience required 2 2 years full time position education not specified preferred,2024,2,1,On-site,Faisalabad,Lead (220k+)
Data Scientist,10Pearls,Faisalabad,Contract,Mid,4.3,260,"Node.js, FastAPI, SQL, Flask, Python, Statistics, Machine Learning, Data Visualization",PhD,"We are hiring a Data Scientist to join our team. 
        Required skills: Node.js, FastAPI, SQL, Flask, Python, Statistics, Machine Learning, Data Visualization.
        Experience required: 4.3+ years.
        This is a Freelance position.
        Education: Masters preferred.","Flexible Hours, Annual Bonus, Professional Development",2024-07-21,MNC,True,Data Scientist,"Node.js, FastAPI, SQL, Flask, Python, Statistics, Machine Learning, Data Visualization","['Node.js', 'FastAPI', 'SQL', 'Flask', 'Python', 'Statistics', 'Machine Learning', 'Data Visualization']",8,hiring data scientist join team required skills node js fastapi sql flask python statistics machine learning data visualization experience required 4 3 years freelance position education masters preferred,2024,7,3,On-site,Faisalabad,Lead (220k+)
Machine Learning Engineer,Techlogix,Lahore,Full-time,Mid,3.5,450,"Node.js, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps",PhD,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Node.js, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps.
        Experience required: 3.5+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Performance Bonus, Health Insurance, Flexible Hours",2024-06-28,Tier1,True,Machine Learning Engineer,"Node.js, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps","['Node.js', 'TensorFlow', 'PyTorch', 'Python', 'LLMs', 'Docker', 'MLOps']",7,hiring machine learning engineer join team required skills node js tensorflow pytorch python llms docker mlops experience required 3 5 years freelance position education not specified preferred,2024,6,2,On-site,Lahore,Lead (220k+)
Data Analyst,Systems Ltd,Lahore,Freelance,Junior,1.6,250,"AWS, SQL, MLflow, Python, Excel, LLMs, Airflow, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: AWS, SQL, MLflow, Python, Excel, LLMs, Airflow, Data Visualization.
        Experience required: 1.6+ years.
        This is a Full-time position.
        Education: PhD preferred.","Medical Coverage, Flexible Hours, Remote Work",2024-08-29,MNC,False,Data Analyst,"Cloud (AWS/GCP), SQL, MLflow, Python, Excel, LLMs, Airflow, Data Visualization","['Cloud (AWS/GCP)', 'SQL', 'MLflow', 'Python', 'Excel', 'LLMs', 'Airflow', 'Data Visualization']",8,hiring data analyst join team required skills aws sql mlflow python excel llms airflow data visualization experience required 1 6 years full time position education phd preferred,2024,8,3,On-site,Lahore,Lead (220k+)
Business Intelligence Developer,Techlogix,Multan,Freelance,Junior,1.2,165,"AWS, Node.js, SQL, Power BI, Data Warehouse, Excel, LLMs, React",PhD,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: AWS, Node.js, SQL, Power BI, Data Warehouse, Excel, LLMs, React.
        Experience required: 1.2+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Annual Bonus, Transport Allowance",2024-05-18,Tier1,False,Business Intelligence Developer,"Cloud (AWS/GCP), Node.js, SQL, Power BI, Data Warehouse, Excel, LLMs, React","['Cloud (AWS/GCP)', 'Node.js', 'SQL', 'Power BI', 'Data Warehouse', 'Excel', 'LLMs', 'React']",8,hiring business intelligence developer join team required skills aws node js sql power bi data warehouse excel llms react experience required 1 2 years full time position education not specified preferred,2024,5,2,On-site,Multan,Senior (150–220k)
NLP Engineer,Systems Ltd,Lahore,Freelance,Senior,5.7,660,"Hugging Face, Kubernetes, TensorFlow, PyTorch, NLP, Python, LLMs, BERT",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, TensorFlow, PyTorch, NLP, Python, LLMs, BERT.
        Experience required: 5.7+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Health Insurance, Flexible Hours",2024-04-05,MNC,True,NLP Engineer,"Hugging Face, Kubernetes, TensorFlow, PyTorch, NLP, Python, LLMs, BERT","['Hugging Face', 'Kubernetes', 'TensorFlow', 'PyTorch', 'NLP', 'Python', 'LLMs', 'BERT']",8,hiring nlp engineer join team required skills hugging face kubernetes tensorflow pytorch nlp python llms bert experience required 5 7 years full time position education not specified preferred,2024,4,2,On-site,Lahore,Lead (220k+)
NLP Engineer,Techlogix,Rawalpindi,Contract,Junior,1.1,460,"Hugging Face, Kubernetes, Flask, PyTorch, NLP, Python, LLMs, React",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, Flask, PyTorch, NLP, Python, LLMs, React.
        Experience required: 1.1+ years.
        This is a Freelance position.
        Education: PhD preferred.","Health Insurance, Medical Coverage, Professional Development, Annual Bonus, Transport Allowance",2024-02-01,Tier1,True,NLP Engineer,"Hugging Face, Kubernetes, Flask, PyTorch, NLP, Python, LLMs, React","['Hugging Face', 'Kubernetes', 'Flask', 'PyTorch', 'NLP', 'Python', 'LLMs', 'React']",8,hiring nlp engineer join team required skills hugging face kubernetes flask pytorch nlp python llms react experience required 1 1 years freelance position education phd preferred,2024,2,1,On-site,Rawalpindi,Lead (220k+)
Data Analyst,Folio3,Lahore,Full-time,Senior,8.3,400,"Node.js, Kubernetes, SQL, Power BI, Python, Excel, BERT, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: Node.js, Kubernetes, SQL, Power BI, Python, Excel, BERT, Data Visualization.
        Experience required: 8.3+ years.
        This is a Full-time position.
        Education: Masters preferred.","Remote Work, Medical Coverage, Flexible Hours",2024-10-04,Tier1,False,Data Analyst,"Node.js, Kubernetes, SQL, Power BI, Python, Excel, BERT, Data Visualization","['Node.js', 'Kubernetes', 'SQL', 'Power BI', 'Python', 'Excel', 'BERT', 'Data Visualization']",8,hiring data analyst join team required skills node js kubernetes sql power bi python excel bert data visualization experience required 8 3 years full time position education masters preferred,2024,10,4,On-site,Lahore,Lead (220k+)
Data Analyst,Contour,Karachi,Full-time,Senior,5.2,340,"AWS, SQL, Power BI, Python, Excel, Docker, PostgreSQL, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: AWS, SQL, Power BI, Python, Excel, Docker, PostgreSQL, Data Visualization.
        Experience required: 5.2+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Stock Options, Transport Allowance, Performance Bonus, Flexible Hours",2024-09-01,Tier2,False,Data Analyst,"Cloud (AWS/GCP), SQL, Power BI, Python, Excel, Docker, PostgreSQL, Data Visualization","['Cloud (AWS/GCP)', 'SQL', 'Power BI', 'Python', 'Excel', 'Docker', 'PostgreSQL', 'Data Visualization']",8,hiring data analyst join team required skills aws sql power bi python excel docker postgresql data visualization experience required 5 2 years full time position education not specified preferred,2024,9,3,On-site,Karachi,Lead (220k+)
NLP Engineer,Systems Ltd,Hybrid (Islamabad),Contract,Mid,2.9,600,"Hugging Face, PyTorch, NLP, Python, LLMs, Docker, Airflow",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, Docker, Airflow.
        Experience required: 2.9+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Professional Development, Performance Bonus, Transport Allowance",2024-09-21,MNC,True,NLP Engineer,"Hugging Face, PyTorch, NLP, Python, LLMs, Docker, Airflow","['Hugging Face', 'PyTorch', 'NLP', 'Python', 'LLMs', 'Docker', 'Airflow']",7,hiring nlp engineer join team required skills hugging face pytorch nlp python llms docker airflow experience required 2 9 years freelance position education bachelors preferred,2024,9,3,Hybrid,Islamabad,Lead (220k+)
